排名	ID	暱稱	等級	頭像	角色（稱號）	樓層	個人狀態	顏色
203	5ef4b70c7992017c93ce1068	超脫那一切成為天道	70	honda.strongest	本多忠勝（戰國最強）	199		black
204	5edd99fc47bd0432d49a0ffe	酣酒觴杯	70	honda.strongest	本多忠勝（戰國最強）	199	友切 3Q   有活人想組隊可友切密我	black
205	5edcb757ff4f982ba0080149	yogawulala	70	eugene.s	尤金（猛炎之將）	35	歡迎友切，另外有組隊了	black
206	5edd350747bd0432d4999f21	十六夜咲夜	70	honda	本多忠勝（德川四天王）	99	我就是鋼彈	black
207	5ede5ae23cea781649b73793	MalinGeE	70	aloKirito.s	ALO桐人（守衛精靈）	27	找隊友 友切	black
208	60881671d8dc682a2f849cde	AlwaysSummer	70	eugeo.s	尤吉歐（上級修劍士）	20	當我勝場到1000時，就是星爆的時刻	black
209	5eddb1c147bd0432d49a4a14	えま	70	machamp	星爆怪力（怪力寶可夢）	37	過氣桐人	black
210	605743fdd8dc682a2f6d5d09	wt26	70	eugene.s	尤金（猛炎之將）	27	瘋淋伙疝 右將軍	black
211	5eee0823e025463067c2d3ed	Blueroad	70	machamp	星爆怪力（怪力寶可夢）	37	爬塔中  啊我就怕被超渡嘛	black
212	5ee3477d0caeb15f33930180	吉川小富	70	silica.s	西莉卡（馴獸師）	25	卡莉西 正在2000勝場中 辛苦各位荔枝	black
213	5edcc50ae878812ceb4f1792	棒棒糖	70	silica.s	西莉卡（馴獸師）	199		black
214	5f805ed6ac049e43feb3d0c6	pottwin9487	70	alice	愛麗絲（整合騎士）	15	徵11層	black
215	5edcd02a09a13b2d6092e1ea	Ksray	70	honda.strongest	本多忠勝（戰國最強）	199	破台了，來衝成就吧	black
216	5edcf68589d6173087114536	達爾文	70	liuBei	劉備（玄德）	199		black
217	5edcb195e509b22bac0882e2	肉王阿肥御用DJ零伍式	70	hina	天野陽菜（天氣之子）	41	現在是全twitch最黑暗的時刻我們已經失去肉王阿肥1個月了	black
218	5edf267af038151e5c3a5d49	白可立	70	guanYu	關羽（漢壽亭侯）	199	變身包	black
219	5edcc288e7d7082cdf65b37e	潔白夏月	70	alice	愛麗絲（整合騎士）	20	友切	black
220	5eede710c1798b305b879b0c	好喔星暴暴	70	kirito3	桐人（就憑你這菜B8 笑死）	19	過氣遊戲沒人完  找隊友爬塔QQ	black
221	5edcb58ae509b22bac088d78	嘟嘟佑	70	silicon.s	西莉根（馴獸師）	49	50到底要怎麼過關QQ	black
222	5efbaa0f41f896682c420bef	夜夜超渡包06	70	muguruma.s	六車拳西（九番隊隊長）	82	沒人會在乎你 孤兒 路人請友切 我只槌低能	black
223	5ee049995bb5a5248b502713	你管我叫啥	70	reiner.s	萊納·布朗（104期訓練兵團成員）	40	請友切	black
224	5edcc2cce878812ceb4f0fb5	StarC	70	honda.strongest	本多忠勝（戰國最強）	120	爬塔	black
225	5f05bf36c018ba76ad239753	騙人的吧KKK	70	klein.s	克萊因（風林火山會長）	41	最多認真，感謝配合；努力刷勝場解角色中	black
226	5edcb207e509b22bac0883db	星爆西瓜	70	recon.s	雷根（風精靈）	41	友切｜uw篇真她媽的神，沒看的必看	black
227	5edcada523815f2b14adb80d	木屮水	70	kirito.fuckyou	桐人（幹你娘）	7	請友好切磋，感謝你	black
228	5f58c38f6ae1632ee7d650da	我就送投	70	aizen	藍染惣右介（五番隊隊長）	15	友切 3QQQQQ	black
229	5edcb77ce509b22bac0893fa	zzzzz	70	aloSilica.s	ALO西莉卡（貓妖馴獸師）	199	不知道隊友還在不在	black
230	5ededced02821317e6f866dd	紫惡	70	aizen	藍染惣右介（五番隊隊長）	199	想要喝杯紅茶	black
231	5edcd76809a13b2d6092ff24	Cookie	70	busuna	聖誕巴士（巴士）	171	友切好嗎 決一超度的腦袋通通裝普利珠啦	black
232	5ee5f212e35edb398398af13	！？！？！？！？！？！	70	honda.strongest	本多忠勝（戰國最強）	92	隊友諮詢 DC@純糖	black
233	61c76f99cd5e087f62e12341	要不要吃哈密瓜ｗｗｗ	70	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	35	私人超渡包	black
234	5edcadce7ac4e62b084fec06	2568	70	bradley	金·布拉德雷（大總統）	35	打小號變身而已  	black
235	5f2fa30ec4cc9e1422a9f2b2	水卜さくら	70	honda.strongest	本多忠勝（戰國最強）	199		black
236	5edcb0027ac4e62b084fece5	石頭	70	stone	石頭（石頭）	182	德克薩斯可以跟我說晚安嗎	black
237	5ee5d90b0f6a362e7df391a5	06140400	70	blueRecon.s	色違雷根（風精靈）	80	友切 別當文盲 	black
238	5eedc378e025463067c1e8f9	Iwillbeback	70	xmasKirito	聖誕桐人（聖誕快樂）	70	歐啦歐啦歐啦歐啦歐啦歐啦歐啦歐啦歐啦歐啦歐啦歐啦歐啦歐啦歐啦	black
239	5edcb67aff4f982ba007fe4a	Asacoco	70	silica.s	西莉卡（馴獸師）	41	友切謝謝	black
240	5eddbebde9ef5d32c8b83a84	阿鄜	70	aloSilica.s	ALO西莉卡（貓妖馴獸師）	130	Ahoy！！ 礦兵不好耶	black
241	5edcad6223815f2b14adb80a	Konvicted	70	honda.strongest	本多忠勝（戰國最強）	199	這題材被寫爛 我心思 與眾不同	black
242	5edcb480e509b22bac088a53	喔齁齁齁	70	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	199	ㄏㄏ	black
243	5edde3ed47bd0432d49adbf9	我機佬吧曲	70	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	199	總有一天～       我會站在世界之巔～	black
244	5eddc979e9ef5d32c8b8583e	鬼娃珞	70	machamp	星爆怪力（怪力寶可夢）	41	勿擾 只想爬塔	black
245	5fa89fc0d0fbd236f3967c8e	哇啦啦	70	hina	天野陽菜（天氣之子）	13	友切謝謝，征個隊友打Boss，請留言	black
246	61c2f343cd5e087f62df37e8	活該單身	70	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	41	請看的懂字的友切謝謝	black
247	609e241ed8dc682a2f8e5078	機器人1號	70	asuna.s	亞絲娜（閃光）	28	友切限定	black
248	5eeb1bf0b54c6b4d96f1e1a7	肥宅	70	kirito.s	桐人（獨行玩家）	20	友切	black
249	5edf4700f038151e5c3add86	Vo00oV	70	hina	天野陽菜（天氣之子）	3	噗噗噗噗噗	black
250	5ee0be384e36502f5c51274b	imfataf	70	sinon.s	詩乃（冰之狙擊手）	37	解個貓耳詩乃 盡量不要摸以防意外 愛大家	black
251	60664667d8dc682a2f750bdf	多多綠少冰	70	honda.strongest	本多忠勝（戰國最強）	69	爬塔｜找隊友中｜分手原來那麼痛	black
252	5eddea6347bd0432d49af075	MrKID	70	eugeo.s	尤吉歐（上級修劍士）	28	徵30層隊友	black
253	5eddcf4347bd0432d49a9c97	星氣撃	70	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	58	全智修行聖誕克萊因成功單挑過49	black
254	5ede73003e97a717f249ce55	Jim叫我玩	70	hatsumi	初見泉（浮雲）	4	Dllm 唔好殺我	black
255	5edcb34fe509b22bac088703	黑衣獨行玩家	70	kirito74.s	難道只能使出那一招了嗎（拜託了 幫我撐十秒）	92	推塔中，別打	black
256	5ff1da8118a2fe6aee20839c	歐青大便在路上	70	kirito3	桐人（就憑你這菜B8 笑死）	20	不要養貓	black
257	61dd062a5d8eb3992a03c707	肝膽香皂	70	lisbeth	莉茲貝特（鍛造師）	4	友切經驗包，報修dc@肥鵝	black
258	5edcb2a2e509b22bac088554	流穿風	70	klein.s	克萊因（風林火山會長）	13	Bang 友切 3qq	black
259	5edcc03e02518b2c7b777e9b	不是不爆，十秒未到	70	muguruma.s	六車拳西（九番隊隊長）	25	70等洋菜果然還是不能打boss嗎	black
260	5eeb14f0b54c6b4d96f1cc68	愛裝逼的雞	70	kirito3	桐人（就憑你這菜B8 笑死）	35	友切	black
261	5edcdc1409a13b2d6093123a	滄狼嘯月	70	honda.strongest	本多忠勝（戰國最強）	199	佛系農點	black
262	60cb3f9fd8dc682a2fa03e9b	我的小小帳號	70	xmasKirito	聖誕桐人（聖誕快樂）	36	牙王拜託殺我	black
263	5f0f0b4fb437141d44d008c7	相信雀巢	70	machamp	星爆怪力（怪力寶可夢）	30	我只友切，想弄我就準備一下棺材八	black
264	5ff1b8d5cbca226ae264852d	Loss	70	sinon.s	詩乃（冰之狙擊手）	15	放過我吧 每日每人限切3次	black
265	5edcb0cbff4f982ba007ef10	sherlockyeee	70	alice	愛麗絲（整合騎士）	25	友切對你我都好	black
266	5fbca3d07b77ea7935c7c18a	GodDJ	70	kirito.fuckyou	桐人（幹你娘）	15	友切	black
267	5edcc1bfe878812ceb4f0c41	雷迎星空	70	sinon.s	詩乃（冰之狙擊手）	19	奈穹靈 雷迎星空｜繁瑣之事	black
268	5edcb04e7ac4e62b084fed43	友好切磋紅名	70	honda.strongest	本多忠勝（戰國最強）	199		black
269	5ff6190818a2fe6aee22c9bb	愛肌爾	70	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	20	歡迎超渡	black
270	5edd0f818f7b9e318a50a663	磚頭必須死	70	aloKirito.s	ALO桐人（守衛精靈）	187		black
271	5edcafed23815f2b14adb8b8	封城不急高雄市民	70	eagle	陸行戰鬥鷹（第41層頭目）	41	全部都她媽抓去吃汕頭火鍋吃到吐奶	black
272	5efbd6c640f8036820c98b18	都市兵王道門大師兄	70	kirito3	桐人（就憑你這菜B8 笑死）	13	給我陽菜啦幹	black
273	61d86e585d8eb3992a01aad9	阿娘喂夭壽喔	70	sinon.s	詩乃（冰之狙擊手）	10	爬塔中勿殺  友切謝謝	black
274	5efc437d40f8036820ca635a	ZAWARUDOOOOO	70	eugeo.s	尤吉歐（上級修劍士）	36	歡迎各位路過的假面騎士把我渡爛	black
275	5f06814709305576b915f00c	空白X小號	70	xmasKirito	聖誕桐人（聖誕快樂）	40	無心流	black
276	5edcb1bfff4f982ba007f0e7	我沒有妹妹	70	pina.s	畢娜（羽翼龍）	49		black
277	5edcc78fe7d7082cdf65c57b	欸嘿尼好我要殺死你	70	honda.strongest	本多忠勝（戰國最強）	199	放置	black
278	5eecc87162645404ce99d3f9	Susanowo	70	hatsumi	初見泉（浮雲）	40	爬塔  看來手骨太硬了	black
279	5ede462648cfb21597547982	敦	70	kirito.fuckyou	桐人（幹你娘）	14	友切	black
280	5edcdbfb5478d62d6cf829ed	BaconSam	70	sinon.s	詩乃（冰之狙擊手）	7	［強浩同盟會］  把康妮bang不見了 友切	black
281	61f57efa5d8eb3992a0ee1f3	Amon	70	honda.strongest	本多忠勝（戰國最強）	36	辛達雖然智慧 也未曾見過 雙聖樹的榮光	black
282	5edfcada2316a3247fc22147	友切就好剛玩	70	kirito.fuckyou	桐人（幹你娘）	19	友切拜託 剛玩c8763	black
283	5ee3b90a0867086e91cce7e6	熊文	70	hina	天野陽菜（天氣之子）	95	欸peko	black
284	5edcbd30ff4f982ba00813fd	っowoっ	70	muguruma.s	六車拳西（九番隊隊長）	49	友切  現在必須坐下qwq	black
285	5ede41ec315f05158bb308cd	星爆喵	70	kirito3	桐人（就憑你這菜B8 笑死）	15	拿著雙刀的貓咪又來了 歡迎友切	black
286	5edcd08309a13b2d6092e35c	WTignitionX	70	kirito.fuckyou	桐人（幹你娘）	12	友切或認真的都來	black
287	5edcb6e3e509b22bac089203	炎月	70	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	49	不要連切 會死人 誰爬塔用兔子啊	black
288	5ef76b10e5241a0b3a45faee	餐餐自由配1	70	lisbeth	莉茲貝特（鍛造師）	40	經驗包請友切謝謝誤眼殘	black
289	5edcead37ca001307b463ec8	星爆飯之助	70	guanYu	關羽（漢壽亭侯）	165	鴨嘴獸泰瑞什麼時候學會星爆了	black
290	5ede5e54d02079163da3d6cc	水雲云笨水	70	recon.s	雷根（風精靈）	25	友切殺到自己本尊真是糗了	black
291	5edccef409a13b2d6092dcf8	魔法BBA絲卡蒂	70	sinon.s	詩乃（冰之狙擊手）	15	光榮我大泰坦之手	black
292	61f250385d8eb3992a0d87d5	ClosyK	70	xmasKirito	聖誕桐人（聖誕快樂）	35	友切殺人被瘋狗渡= =肏你媽就說在爬塔	black
293	5ee6c9cae9d3c1570ec2c4de	tranbox29	70	sinon.s	詩乃（冰之狙擊手）	41	友切 不小心切到橘色超度包 	black
294	5edcb45fe509b22bac0889f3	亞梨	70	eagle	陸行戰鬥鷹（第41層頭目）	41	かなここ一生推	black
295	5edd959347bd0432d49a06b7	忽視	70	originalKirito.s	起源桐人（初始玩家）	91	 限友切  文盲復仇  	black
296	5edd985747bd0432d49a0c75	無視	70	originalKirito.s	起源桐人（初始玩家）	91	友切  文盲會復仇 	black
297	5edcb213e509b22bac0883f9	labmem001	70	bradley	金·布拉德雷（大總統）	12	我要戰鬥なのら	black
298	5f694572e2550f07fe2ba1b4	Bekaoru	70	originalKlein.s	起源克萊因（初始玩家）	141	爬成就中｜友切｜	black
299	60c1ee57d8dc682a2f9c9668	喵嗚嗚	70	alice	愛麗絲（整合騎士）	19		black
300	5edcc3d5e878812ceb4f1335	度的度度	70	eagle	陸行戰鬥鷹（第41層頭目）	48	友切度度 邊緣鳥鳥 沒神鳥時就是一隻小破鳥	black
301	5edcc3c3e7d7082cdf65b7d4	奧米加咆嘯蟲	70	uwKirito2.s	Underworld桐人（黑衣劍士）	70	我就爛	black
302	5edcc601e878812ceb4f1b34	阿貝貝	70	kirito.fuckyou	桐人（幹你娘）	11	友切就好 別亂超渡不然一定砍回去	black
303	5eecac0728d42e302a368d2e	0o神秘人物o0	70	xmasKirito	聖誕桐人（聖誕快樂）	35	mijicavinocapriciteva天底下沒這語言啦～	black
304	61a8fac4cd5e087f62d43800	欸欸府U	70	kirito.fuckyou	桐人（幹你娘）	18	一天2次友切殺人是怎樣	black
305	5edcb334e509b22bac0886b7	Lucifinil	70	hina	天野陽菜（天氣之子）	37	友切拜託 不要貪認真那點經驗	black
306	5f02db513cc2742942be935d	噁男討伐軍之蛋塔人	70	hitsugaya	日番谷冬獅郎（十番隊隊長）	14	找陪我打第12城boss	black
307	5eddaf6447bd0432d49a43a7	淺井長政	70	sinon.s	詩乃（冰之狙擊手）	15	有人要一起打15層嗎？ 我是純自主大濕奶	black
308	5edce065e4b9332e9266df53	ChiYaKi	70	leafa2.s	莉法（風精靈）	89	隨便切	black
309	5edcbca8ff4f982ba0081260	YANDEREH	70	aloAsuna.s	ALO亞絲娜（水精靈）	28		black
310	5ef6e1439b5c6028d9dff494	飛天少女貓	70	sinon.s	詩乃（冰之狙擊手）	20	限友切	black
311	5fedccbecbca226ae2627647	蘿莉貓	70	silica.s	西莉卡（馴獸師）	10	AIZEN，友切！	black
312	5edde3cce9ef5d32c8b8a709	ST	70	eugene.s	尤金（猛炎之將）	18	打雜玩家 我友好 拜託別殺	black
313	5eec9e0c28d42e302a365f27	artdream	70	kirito3	桐人（就憑你這菜B8 笑死）	15	小帳被怪人超度我只好出手了 找15F隊友	black
314	5edcb578e509b22bac088d3e	人桐的我	70	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	82	友切主義者	black
315	5ee5bbc0b182872e894de9c9	凝噯	70	sinon.s	詩乃（冰之狙擊手）	14	 求組隊	black
316	5ee11760ca8d674b99917e9a	巨錘瑞斯AAAAA	70	rosalia	羅莎莉雅（西莉卡的隊友）	37	爬塔中 友切 感恩  	black
317	5ef2d904de8dd9059131828f	茉茉lover	70	kirito3	桐人（就憑你這菜B8 笑死）	15	友切plz	black
318	615aaba2cd5e087f62ad3ac0	超勇的彬彬	70	honda.strongest	本多忠勝（戰國最強）	36		black
319	607da877d8dc682a2f802207	如果可以是小號	70	eugeo.s	尤吉歐（上級修劍士）	19	七夕爛節慶 死了記得報修DC@戳戳9633 刷uw桐	black
320	5edcc8c8e878812ceb4f25d7	Sans	70	honda.strongest	本多忠勝（戰國最強）	199	我是怎麼上來183的	black
321	61b04f35cd5e087f62d75864	Danbaofan	70	kirito3	桐人（就憑你這菜B8 笑死）	25	星爆氣流蛋 歡迎友切	black
322	5edcfcb0ee86f0319662d771	你估下	70	aloKirito.s	ALO桐人（守衛精靈）	35	尋找35層隊友 推搭中 只接受友切 友切者一生安好	black
323	5edcc1ebe7d7082cdf65b17a	楚糕	70	kirito.s	桐人（獨行玩家）	28		black
324	60dd280cd8dc682a2fa75132	桐老爺開操	70	asuna.s	亞絲娜（攻略之鬼）	19	友切很難？ 超渡三小	black
325	5f0148b6a9d4d023f8da4063	車馬炮	70	sinon.s	詩乃（冰之狙擊手）	6	我不是經驗包啦	black
326	5edcb5b6ff4f982ba007fbbd	嘛佳米	70	honda.strongest	本多忠勝（戰國最強）	37	超星爆	black
327	5edcb526e509b22bac088c46	CHANOYOU	70	eugeo.s	尤吉歐（上級修劍士）	37	爬塔中，紅黃名是砍小帳變身，拜托不要決一不要渡	black
328	5edcb15dff4f982ba007f02f	歐洲孤獨	70	xmasKlein	聖誕克萊因（聖誕武士）	80	感謝各位  友切	black
329	61fcd37b5d8eb3992a11d292	Otto	70	hitsugaya	日番谷冬獅郎（十番隊隊長）	13	私人經驗包，勿殺謝謝	black
330	5edcaed623815f2b14adb831	Roselia騎士團長	70	bradley	金·布拉德雷（大總統）	25	限友切 每次變完身就被超渡幹	black
331	5edd0557ee86f0319662f8d9	讚美團長	70	muguruma.s	六車拳西（九番隊隊長）	25	感謝各位莉茲大佬的存在讓我們新手有遊戲可玩	black
332	5edcd80609a13b2d609301ac	甲烷	70	silica.s	西莉卡（馴獸師）	41	俗投	black
333	5edcba8de509b22bac089fa2	我跟你說先不要	70	eugeo.s	尤吉歐（上級修劍士）	41	I wanna always stay with you	black
334	5f101346ca575f1d508e9e1b	我倒下了還有千千萬萬個我	70	kirito.fuckyou	桐人（幹你娘）	27	橘名BAN身	black
335	618183b8cd5e087f62bfa819	最強蘿莉控	70	stone	石頭（石頭）	99	農點中OAO	black
336	5ef44f83f08d8b3372ad0c2b	封弊和弦	70	asuna.s	亞絲娜（攻略之鬼）	19	先不要切 等小帳爬上了爬塔	black
337	5ee1baa2da139e4ba553ff87	Majaja	70	recon.s	雷根（風精靈）	30	ADSL免費申裝	black
338	5fd4427321ad7b439ed1afdf	喜歡星爆的朋友	70	kirito3	桐人（就憑你這菜B8 笑死）	19	還敢下來啊冰鳥	black
339	5edcd42b5478d62d6cf80a10	摸豆嗨壓哭	70	bradley	金·布拉德雷（大總統）	27	渡的渡渡	black
340	5ee9e4475e8cde45021f4919	阿我叫啥來著	70	rosalia	羅莎莉雅（西莉卡的隊友）	13	婊子爬塔	black
341	60f96989d8dc682a2fb2c382	ダークロード	70	silica.s	西莉卡（馴獸師）	30	桐人，已經死了	black
342	5edcb0ffe509b22bac0881bb	銪銪	70	recon.s	雷根（風精靈）	37	友切3Q	black
343	5edcb975ff4f982ba0080908	胖胖鴨	70	aloKirito.s	ALO桐人（守衛精靈）	30	古戰開始了，你們怎還在星爆	black
344	5edcba27ff4f982ba0080b71	我等好久啦團長	70	guanYu	關羽（漢壽亭侯）	57		black
345	5edcf0d47ca001307b465731	梓幽	70	hinamori	雛森桃（五番隊副隊長）	25	想爬塔	black
346	5edcd1445478d62d6cf7fe54	章魚教主	70	aloKirito.s	ALO桐人（守衛精靈）	37	我到底多久沒玩了w	black
347	5edcb10be509b22bac0881d0	封閉a喵星石	70	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	149	我的聖誕荔枝爬塔遇到大難關了	black
348	5ff3c882cbca226ae2658b8d	甘蔗桐人	70	sinon.s	詩乃（冰之狙擊手）	14	fuck you	black
349	5edcfe9fee86f0319662deff	狗尾	70	asuna.s	亞絲娜（攻略之鬼）	18	請友切 謝謝	black
350	5edccc6909a13b2d6092d327	Hanase	70	godRecon.s	神（神）	141	修行PVP公休	black
351	5edcb27dff4f982ba007f2ac	襪子毀滅者	70	bradley	金·布拉德雷（大總統）	18	麻煩友切  l 我是惹誰了QQ l 解成就中	black
352	5ee042122316a3247fc2dfb0	我的名字	70	klein.s	克萊因（風林火山會長）	28	請友切就好｜請勿連切	black
353	5ede428748cfb21597546810	真實戰士65	70	eugene.s	尤金（猛炎之將）	18	被鮑勃幹死兩次又被石頭撞死是怎樣	black
354	615d0ca7cd5e087f62ae59c4	牙勒牙勒	70	klein.s	克萊因（風林火山會長）	15	你從什麼時候產生了我沒有使用星爆氣流斬的錯覺	black
355	5edf98c32316a3247fc156d5	澟音子	70	hina	天野陽菜（天氣之子）	1	雪之原村民～猫雷之雨	black
356	5edd1de0e9ef5d32c8b73b39	月夏	70	sinon.s	詩乃（冰之狙擊手）	25	和平友切和平友切	black
357	610c0caed8dc682a2fba3307	十秒未到	70	godRecon.s	神（神）	141	修行PVP公休	black
358	5edcc940e878812ceb4f277e	ゴドフリー	70	godfree.s	哥德夫利（血盟騎士團成員）	49		black
359	5ee1da135d35f355ca26fc33	客家圖王	70	kirito3	桐人（就憑你這菜B8 笑死）	15	有切	black
360	5edcb575e509b22bac088d35	梅普露	70	stone	石頭（石頭）	99	山田｜爬塔mode｜暫不開放摸摸｜樓層｜貓貓日	black
361	5ee02ee55bb5a5248b4fd49e	創個讓人變身的小號	70	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	65	殺分帳拿腳色	black
362	5eec5e14d815aa4c13c013b1	kirito951	70	asuna.s	亞絲娜（閃光）	25	友切友切，不想再死了	black
363	5ee897f6b817774e691dfce4	人間遺留大便的鳥	70	aloSilica.s	ALO西莉卡（貓妖馴獸師）	66	阿是要怎樣接3拳= =	black
364	5edd092dee86f031966306b9	風塵	70	kirito3	桐人（就憑你這菜B8 笑死）	14	友切歡迎	black
